,type,lon,lat
3429,Traditional French restaurant,2.372,48.869
3430,Traditional French restaurant,2.369,48.869
3431,European restuarant,2.365,48.868
3432,European restuarant,2.373,48.867
3433,Asian restaurant,2.373,48.865
3434,African restaurant,2.38,48.851
3435,Maghrebian restaurant,2.384,48.851
3436,Traditional French restaurant,2.402,48.868
3437,Asian restaurant,2.405,48.866
3438,Central and South American restuarant,2.405,48.865
3439,Asian restaurant,2.408,48.865
3440,Other world restaurant,2.349,48.849
3441,European restuarant,2.349,48.845
3442,European restuarant,2.349,48.85
3443,Maghrebian restaurant,2.35,48.85
3444,Asian restaurant,2.353,48.85
3445,Traditional French restaurant,2.352,48.85
3446,Traditional French restaurant,2.354,48.85
3447,Traditional French restaurant,2.354,48.85
3448,Indian / Middle Eastern restaurant,2.355,48.85
3449,Asian restaurant,2.346,48.874
3450,European restuarant,2.345,48.874
3451,Indian / Middle Eastern restaurant,2.348,48.876
3452,European restuarant,2.348,48.876
3453,Asian restaurant,2.347,48.874
3454,European restuarant,2.348,48.876
3455,Central and South American restuarant,2.347,48.876
3456,Central and South American restuarant,2.346,48.876
3457,European restuarant,2.336,48.885
3458,European restuarant,2.342,48.885
3459,Traditional French restaurant,2.322,48.893
3460,Traditional French restaurant,2.357,48.869
3461,Maghrebian restaurant,2.353,48.899
3462,Traditional French restaurant,2.378,48.888
3463,Asian restaurant,2.375,48.849
3464,European restuarant,2.374,48.848
3465,Traditional French restaurant,2.37,48.853
3466,Asian restaurant,2.37,48.849
3467,Traditional French restaurant,2.372,48.849
3468,European restuarant,2.373,48.847
3469,Maghrebian restaurant,2.371,48.848
3470,Other world restaurant,2.4,48.868
3471,European restuarant,2.405,48.872
3472,European restuarant,2.342,48.876
3473,Asian restaurant,2.342,48.876
3474,Traditional French restaurant,2.34,48.875
3475,Traditional French restaurant,2.339,48.875
3476,European restuarant,2.339,48.877
3477,European restuarant,2.34,48.877
3478,Traditional French restaurant,2.34,48.878
3479,Other world restaurant,2.334,48.882
3480,Traditional French restaurant,2.333,48.882
3481,Asian restaurant,2.333,48.882
3482,Other world restaurant,2.333,48.883
3483,Asian restaurant,2.333,48.883
3484,Indian / Middle Eastern restaurant,2.334,48.883
3485,Asian restaurant,2.336,48.881
3486,Maghrebian restaurant,2.326,48.835
3487,Asian restaurant,2.372,48.864
3488,European restuarant,2.374,48.865
3489,Traditional French restaurant,2.375,48.864
3490,Traditional French restaurant,2.38,48.863
3491,Traditional French restaurant,2.378,48.865
3492,Central and South American restuarant,2.379,48.866
3493,European restuarant,2.379,48.866
3494,Asian restaurant,2.372,48.837
3495,Asian restaurant,2.36,48.839
3496,Indian / Middle Eastern restaurant,2.359,48.836
3497,European restuarant,2.354,48.837
3498,Traditional French restaurant,2.355,48.834
3499,Asian restaurant,2.355,48.833
3500,European restuarant,2.358,48.832
3501,Asian restaurant,2.359,48.832
3502,European restuarant,2.304,48.87
3503,Asian restaurant,2.302,48.831
3504,Indian / Middle Eastern restaurant,2.329,48.879
3505,Asian restaurant,2.328,48.882
3506,Asian restaurant,2.32,48.874
3507,Asian restaurant,2.316,48.874
3508,Traditional French restaurant,2.316,48.874
3509,Traditional French restaurant,2.313,48.871
3510,Asian restaurant,2.336,48.87
3511,Asian restaurant,2.383,48.894
3512,Traditional French restaurant,2.369,48.865
3513,Asian restaurant,2.368,48.865
3514,European restuarant,2.366,48.865
3515,Traditional French restaurant,2.366,48.865
3516,Traditional French restaurant,2.368,48.864
3517,Maghrebian restaurant,2.368,48.864
3518,Traditional French restaurant,2.366,48.865
3519,European restuarant,2.366,48.864
3520,European restuarant,2.367,48.864
3521,Asian restaurant,2.359,48.835
3522,Asian restaurant,2.295,48.843
3523,Maghrebian restaurant,2.299,48.843
3524,Traditional French restaurant,2.301,48.841
3525,Traditional French restaurant,2.299,48.839
3526,Asian restaurant,2.297,48.838
3527,European restuarant,2.294,48.838
3528,European restuarant,2.297,48.838
3529,Traditional French restaurant,2.294,48.834
3530,European restuarant,2.295,48.833
3531,Traditional French restaurant,2.283,48.835
3532,Asian restaurant,2.283,48.835
3533,Traditional French restaurant,2.289,48.837
3534,Indian / Middle Eastern restaurant,2.289,48.837
3535,Traditional French restaurant,2.29,48.834
3536,Asian restaurant,2.289,48.835
3537,European restuarant,2.289,48.836
3538,Traditional French restaurant,2.292,48.835
3539,European restuarant,2.293,48.836
3540,Asian restaurant,2.292,48.836
3541,Traditional French restaurant,2.291,48.836
3542,European restuarant,2.309,48.875
3543,Indian / Middle Eastern restaurant,2.312,48.881
3544,Traditional French restaurant,2.316,48.875
3545,Traditional French restaurant,2.318,48.879
3546,Traditional French restaurant,2.32,48.846
3547,Traditional French restaurant,2.36,48.859
3548,Asian restaurant,2.336,48.866
3549,European restuarant,2.351,48.894
3550,Asian restaurant,2.376,48.87
3551,Asian restaurant,2.377,48.872
3552,Asian restaurant,2.377,48.871
3553,African restaurant,2.377,48.867
3554,African restaurant,2.38,48.867
3555,Traditional French restaurant,2.379,48.868
3556,European restuarant,2.376,48.865
3557,Asian restaurant,2.374,48.866
3558,Traditional French restaurant,2.375,48.867
3559,Asian restaurant,2.373,48.867
3560,Traditional French restaurant,2.295,48.834
3561,European restuarant,2.289,48.833
3562,Asian restaurant,2.282,48.836
3563,Asian restaurant,2.283,48.835
3564,Asian restaurant,2.288,48.838
3565,Asian restaurant,2.285,48.835
3566,European restuarant,2.285,48.834
3567,Indian / Middle Eastern restaurant,2.288,48.834
3568,European restuarant,2.287,48.834
3569,Traditional French restaurant,2.29,48.835
3570,Asian restaurant,2.292,48.835
3571,European restuarant,2.292,48.835
3572,European restuarant,2.293,48.836
3573,Traditional French restaurant,2.293,48.836
3574,Traditional French restaurant,2.375,48.836
3575,Asian restaurant,2.368,48.834
3576,Asian restaurant,2.357,48.83
3577,Asian restaurant,2.357,48.83
3578,European restuarant,2.357,48.829
3579,Asian restaurant,2.36,48.826
3580,Asian restaurant,2.361,48.823
3581,Asian restaurant,2.361,48.823
3582,Asian restaurant,2.36,48.822
3583,Asian restaurant,2.36,48.819
3584,Asian restaurant,2.364,48.821
3585,Asian restaurant,2.364,48.821
3586,European restuarant,2.345,48.824
3587,Indian / Middle Eastern restaurant,2.345,48.824
3588,Traditional French restaurant,2.347,48.825
3589,Asian restaurant,2.347,48.826
3590,Asian restaurant,2.32,48.88
3591,Asian restaurant,2.321,48.879
3592,European restuarant,2.332,48.883
3593,Traditional French restaurant,2.332,48.878
3594,Traditional French restaurant,2.334,48.879
3595,Asian restaurant,2.334,48.879
3596,Asian restaurant,2.322,48.841
3597,Asian restaurant,2.283,48.861
3598,Asian restaurant,2.29,48.852
3599,Asian restaurant,2.278,48.843
3600,Traditional French restaurant,2.372,48.868
3601,Maghrebian restaurant,2.372,48.868
3602,Traditional French restaurant,2.37,48.867
3603,Asian restaurant,2.365,48.868
3604,Asian restaurant,2.36,48.89
3605,African restaurant,2.36,48.89
3606,Maghrebian restaurant,2.322,48.829
3607,European restuarant,2.315,48.828
3608,Asian restaurant,2.318,48.826
3609,Asian restaurant,2.318,48.826
3610,Traditional French restaurant,2.319,48.832
3611,Traditional French restaurant,2.324,48.832
3612,European restuarant,2.321,48.833
3613,European restuarant,2.319,48.829
3614,Asian restaurant,2.315,48.828
3615,Indian / Middle Eastern restaurant,2.315,48.827
3616,Asian restaurant,2.316,48.829
3617,Asian restaurant,2.318,48.829
3618,Maghrebian restaurant,2.316,48.833
3619,Traditional French restaurant,2.331,48.88
3620,Traditional French restaurant,2.331,48.88
3621,Traditional French restaurant,2.324,48.88
3622,Asian restaurant,2.324,48.881
3623,Traditional French restaurant,2.323,48.882
3624,Indian / Middle Eastern restaurant,2.326,48.882
3625,Asian restaurant,2.325,48.88
3626,Asian restaurant,2.347,48.883
3627,European restuarant,2.348,48.882
3628,Asian restaurant,2.382,48.831
3629,Traditional French restaurant,2.327,48.883
3630,Traditional French restaurant,2.29,48.832
3631,Indian / Middle Eastern restaurant,2.296,48.846
3632,Traditional French restaurant,2.361,48.891
3633,European restuarant,2.36,48.894
3634,Traditional French restaurant,2.368,48.899
3635,Traditional French restaurant,2.364,48.891
3636,Traditional French restaurant,2.365,48.885
3637,European restuarant,2.329,48.895
3638,Asian restaurant,2.329,48.896
3639,Other world restaurant,2.321,48.835
3640,Traditional French restaurant,2.322,48.835
3641,European restuarant,2.322,48.835
3642,Asian restaurant,2.32,48.837
3643,Traditional French restaurant,2.321,48.836
3644,European restuarant,2.318,48.834
3645,Asian restaurant,2.32,48.831
3646,Asian restaurant,2.32,48.832
3647,Traditional French restaurant,2.321,48.833
3648,Traditional French restaurant,2.321,48.835
3649,European restuarant,2.319,48.836
3650,Asian restaurant,2.316,48.833
3651,Traditional French restaurant,2.316,48.833
3652,Asian restaurant,2.316,48.833
3653,Asian restaurant,2.346,48.878
3654,Asian restaurant,2.345,48.877
3655,Traditional French restaurant,2.352,48.88
3656,Traditional French restaurant,2.291,48.842
3657,Traditional French restaurant,2.286,48.84
3658,Asian restaurant,2.287,48.841
3659,Traditional French restaurant,2.289,48.841
3660,Traditional French restaurant,2.286,48.839
3661,Traditional French restaurant,2.278,48.837
3662,Maghrebian restaurant,2.282,48.842
3663,Indian / Middle Eastern restaurant,2.286,48.848
3664,Asian restaurant,2.286,48.848
3665,Asian restaurant,2.337,48.895
3666,Indian / Middle Eastern restaurant,2.334,48.894
3667,Asian restaurant,2.339,48.893
3668,European restuarant,2.397,48.865
3669,Asian restaurant,2.397,48.866
3670,Traditional French restaurant,2.391,48.868
3671,Traditional French restaurant,2.385,48.867
3672,Asian restaurant,2.38,48.873
3673,European restuarant,2.307,48.829
3674,Indian / Middle Eastern restaurant,2.322,48.889
3675,Asian restaurant,2.319,48.89
3676,European restuarant,2.317,48.89
3677,European restuarant,2.318,48.891
3678,European restuarant,2.317,48.893
3679,Asian restaurant,2.351,48.881
3680,Asian restaurant,2.35,48.883
3681,Maghrebian restaurant,2.351,48.884
3682,Indian / Middle Eastern restaurant,2.358,48.88
3683,Indian / Middle Eastern restaurant,2.36,48.883
3684,Indian / Middle Eastern restaurant,2.359,48.881
3685,Indian / Middle Eastern restaurant,2.36,48.883
3686,Indian / Middle Eastern restaurant,2.36,48.884
3687,Indian / Middle Eastern restaurant,2.361,48.884
3688,Indian / Middle Eastern restaurant,2.362,48.883
3689,Traditional French restaurant,2.406,48.865
3690,Asian restaurant,2.404,48.864
3691,European restuarant,2.4,48.865
3692,Indian / Middle Eastern restaurant,2.337,48.892
3693,European restuarant,2.34,48.891
3694,European restuarant,2.333,48.888
3695,Traditional French restaurant,2.332,48.887
3696,European restuarant,2.336,48.889
3697,Traditional French restaurant,2.391,48.88
3698,European restuarant,2.379,48.872
3699,Caribbean restaurant,2.379,48.872
3700,Asian restaurant,2.318,48.892
3701,African restaurant,2.319,48.893
3702,Indian / Middle Eastern restaurant,2.319,48.892
3703,Traditional French restaurant,2.319,48.852
3704,Asian restaurant,2.319,48.85
3705,Traditional French restaurant,2.319,48.848
3706,European restuarant,2.31,48.852
3707,Traditional French restaurant,2.309,48.853
3708,Other world restaurant,2.31,48.857
3709,Traditional French restaurant,2.307,48.856
3710,Asian restaurant,2.357,48.876
3711,Asian restaurant,2.356,48.878
3712,Indian / Middle Eastern restaurant,2.352,48.877
3713,Traditional French restaurant,2.394,48.857
3714,Maghrebian restaurant,2.4,48.864
3715,Indian / Middle Eastern restaurant,2.393,48.869
3716,European restuarant,2.395,48.856
3717,Traditional French restaurant,2.387,48.875
3718,Traditional French restaurant,2.384,48.878
3719,European restuarant,2.385,48.878
3720,Asian restaurant,2.383,48.883
3721,Asian restaurant,2.381,48.883
3722,Maghrebian restaurant,2.394,48.871
3723,Asian restaurant,2.386,48.871
3724,European restuarant,2.384,48.874
3725,European restuarant,2.325,48.85
3726,European restuarant,2.326,48.849
3727,Maghrebian restaurant,2.351,48.877
3728,Traditional French restaurant,2.348,48.876
3729,European restuarant,2.349,48.876
3730,European restuarant,2.349,48.871
3731,Asian restaurant,2.348,48.871
3732,Indian / Middle Eastern restaurant,2.345,48.879
3733,Asian restaurant,2.345,48.879
3734,Asian restaurant,2.343,48.878
3735,Traditional French restaurant,2.343,48.878
3736,Asian restaurant,2.404,48.852
3737,European restuarant,2.398,48.852
3738,Asian restaurant,2.401,48.849
3739,Asian restaurant,2.406,48.849
3740,Asian restaurant,2.406,48.854
3741,Asian restaurant,2.404,48.853
3742,African restaurant,2.4,48.857
3743,Asian restaurant,2.381,48.873
3744,Traditional French restaurant,2.381,48.874
3745,Asian restaurant,2.382,48.875
3746,European restuarant,2.384,48.874
3747,Asian restaurant,2.38,48.873
3748,Asian restaurant,2.376,48.891
3749,Asian restaurant,2.376,48.891
3750,Asian restaurant,2.376,48.891
3751,Traditional French restaurant,2.321,48.87
3752,Traditional French restaurant,2.301,48.875
3753,European restuarant,2.341,48.877
3754,Traditional French restaurant,2.335,48.863
3755,European restuarant,2.331,48.854
3756,Other world restaurant,2.331,48.854
3757,Traditional French restaurant,2.323,48.852
3758,Traditional French restaurant,2.321,48.856
3759,Traditional French restaurant,2.317,48.856
3760,Asian restaurant,2.319,48.857
3761,Asian restaurant,2.334,48.853
3762,Asian restaurant,2.334,48.853
3763,Traditional French restaurant,2.333,48.855
3764,Traditional French restaurant,2.333,48.855
3765,European restuarant,2.343,48.879
3766,European restuarant,2.346,48.883
3767,Asian restaurant,2.345,48.883
3768,Asian restaurant,2.331,48.831
3769,Indian / Middle Eastern restaurant,2.406,48.854
3770,Asian restaurant,2.399,48.864
3771,Maghrebian restaurant,2.396,48.865
3772,Indian / Middle Eastern restaurant,2.398,48.864
3773,Asian restaurant,2.396,48.865
3774,Indian / Middle Eastern restaurant,2.377,48.89
3775,Asian restaurant,2.378,48.891
3776,Traditional French restaurant,2.372,48.881
3777,African restaurant,2.374,48.883
3778,Indian / Middle Eastern restaurant,2.379,48.885
3779,Asian restaurant,2.378,48.87
3780,Asian restaurant,2.333,48.856
3781,Traditional French restaurant,2.332,48.858
3782,Indian / Middle Eastern restaurant,2.328,48.859
3783,European restuarant,2.331,48.855
3784,European restuarant,2.329,48.83
